date,Headlines,Description,source,country_pair
2020-07-13,"Oil slips on surge in COVID-19 infections, U.S.-China tension","Oil prices slipped about 1% on Monday after global coronavirus cases rose by a record daily amount, fanning fears of renewed government lockdowns, and on growing U.S. and European tension with China.",Reuters,CHN-USA
2020-07-13,Chipmaker Analog Devices to buy rival Maxim for about $21 billion,"Semiconductor maker Analog Devices Inc said on Monday it would buy rival Maxim Integrated Products Inc for about $21 billion in the largest U.S. deal this year, aimed at boosting its market share in automotive and 5G chipmaking.",Reuters,CHN-USA
2020-07-13,"China's first-half exports to U.S. down 8.1% year-on-year, imports fall 1.5%","China's exports to the United States fell by 8.1% in the first half from the same period a year earlier while imports from the U.S. declined 1.5%, customs spokesman Li Kuiwen told reporters on Tuesday.",Reuters,CHN-USA
2020-07-13,"China's export slump to ease in June as economies reopen, imports fall less: Reuters poll","The slump in China's exports likely eased in June as some countries reopened their economies, while imports contracted less sharply on higher crude oil and commodities purchases, a Reuters poll showed on Monday.",Reuters,CHN-IND
2020-07-13,Alphabet's Google commits $10 billion to accelerate digitization in India,"Alphabet Inc's Google on Monday said it would spend around $10 billion in India over the next five to seven years through equity investments and tie-ups, marking its biggest commitment to a key growth market.",Reuters,IND-JPN
2020-07-13,Ex-Nissan boss Ghosn says helping everyone who stood by him,"Former Nissan Motor chairman Carlos Ghosn is helping everyone who stood by him, he said in an interview broadcast on Saturday, though he declined to comment on cases of people accused of helping him flee to Lebanon from Japan.",Reuters,JPN-LBN
2020-07-13,"Google supports OECD engagement on digital taxes, CEO Pichai says","Alphabet Inc's Google supports a multilateral solution for taxing digital services that is under discussion by the Organisation for Economic Cooperation and Development (OECD), its chief executive Sundar Pichai told Reuters in an interview.",Reuters,CHN-JPN
2020-07-14,Tech sell-off weighs on Europe as virus fears mount; FTSE 100 outperforms,"European stocks were hit by a selloff in technology shares on Tuesday, as U.S. peers slumped on fears of new coronavirus restrictions, while London blue-chips outperformed on a boost for the telecoms and energy sectors.",Reuters,GBR-USA
2020-07-14,"UK's Huawei block protects its security, trade and rights-U.S. envoy","Britain's decision to ban China's Huawei from its 5G mobile networks was welcomed by the U.S ambassador to the country, Woody Johnson, who said it was a win for fair trade and human rights.",Reuters,CHN-USA
2020-07-14,"China posts first import growth since pandemic, exports also up","China's imports in June rose for the first time since the coronavirus crisis paralysed the economy, as government stimulus stoked demand for commodities, while exports, fuelled by medical goods, also rose in a sign the recovery is gaining traction.",Reuters,CHN-IND
2020-07-14,Chongqing city district says it discussed projects with Tesla,"U.S. automaker Tesla Inc has met with officials from a district in the city of Chongqing in southwestern China to discuss ""accelerating projects"", the Liangjiang New Area said on Tuesday.",Reuters,CHN-USA
2020-07-14,Singapore and Malaysia to reopen business travel next month,"Singapore and Malaysia are to resume essential business and official travel between their countries, they said on Tuesday, letting people cross their border for the first time since most movements were suspended because of the coronavirus in March.",Reuters,MYS-SGP
2020-07-14,UK bans Huawei from its 5G network: reaction,"Prime Minister Boris Johnson has ordered Huawei equipment to be purged completely from Britain's 5G network by 2027, risking the ire of China by signalling that the world's biggest telecoms equipment maker is no longer welcome in the West.",Reuters,CHN-GBR
2020-07-14,Google offers data pledge in bid to win EU okay for Fitbit buy,"Alphabet Inc's Google has offered not to use health data of fitness tracker company Fitbit to help it target ads in an attempt to address EU antitrust concerns about its proposed $2.1 billion acquisition, the U.S. tech company said late on Monday.",Reuters,JPN-USA
2020-07-14,UK firms rethink FX hedging as coronavirus and Brexit fog outlook,"Coronavirus and the end-2020 Brexit deadline have left UK firms facing historic uncertainties, prompting many to find more flexible ways to protect their foreign exchange exposure -- even if these come at a higher initial cost.",Reuters,CHN-GBR
2020-07-15,"Pompeo says U.S. to have decisions soon on Chinese technology firms, apps","The United States hopes to have a set of decisions shortly on Chinese telecoms companies that will reflect Washington's central understanding that the information of U.S. citizens should be protected from Beijing authorities, U.S. Secretary of State Mike Pompeo said on Wednesday.",Reuters,CHN-USA
2020-07-15,Pompeo says U.S. to impose visa curbs on Huawei over rights,"U.S. Secretary of State Mike Pompeo took fresh aim at China on Wednesday, saying the United States would impose visa restrictions on Chinese firms like Huawei Technologies Co Ltd that he accused of facilitating human-rights violations.",Reuters,CHN-USA
2020-07-15,"Amid Hong Kong convulsion, Taiwan pitches investors its democracy","Amid political turmoil in financial hub Hong Kong, Taiwan is pitching investors its democracy, rule of law and high quality of life as the island aims to draw more foreign money and talent, Taiwan's top financial regulator said on Wednesday.",Reuters,HKG-TWN
2020-07-15,SMIC's Shanghai listing tests if money alone can bring chip dominance to China,"China's biggest chipmaker SMIC is set to follow its staggering $6.6 billion share sale with its Shanghai market debut on Thursday, just as Sino-U.S. tension widens the chasm it wants to cross to reach global leader TSMC, industry insiders said.",Reuters,CHN-USA
2020-07-15,"UK to purge Huawei from 5G by end of 2027, siding with Trump over China","Prime Minister Boris Johnson ordered Huawei equipment to be purged completely from Britain's 5G network by the end of 2027, risking the ire of China by signalling that the world's biggest telecoms equipment maker is not welcome in the West.",Reuters,CHN-GBR
2020-07-15,China says UK's 'dumping' of Huawei will hit investment,"China said on Wednesday that Prime Minister Boris Johnson's 5G ban on Huawei was disheartening and that other Chinese businesses had followed how the telecoms giant was ""dumped"" so investment would be hurt.",Reuters,CHN-GBR
2020-07-15,Special Report: Drug cartel ‘narco-antennas’ make life dangerous for Mexico’s cell tower repairmen,The young technician shut off the electricity at a cellular tower in rural Mexico to begin some routine maintenance.,Reuters,CHN-MEX
2020-07-16,U.S. judge approves transfer of jailed former VW executive to Germany,A U.S. judge in Detroit on Thursday approved the transfer to Germany of a former Volkswagen AG executive imprisoned in the automaker's diesel emissions scandal.,Reuters,DEU-USA
2020-07-16,Exclusive: Natixis plans shake-up to focus on greener lending,French bank Natixis will merge its commodities and infrastructure operations to focus on clean energy in a restructuring sources said was accelerated by a series of loss-making loans to oil traders.,Reuters,CHN-IND
2020-07-16,"India's Reliance seen emerging as bigger threat for U.S. firms like Amazon, Walmart","A $20 billion fund raising spree may take India's Reliance closer to its dream of becoming a digital giant, further threatening the ambitious plans U.S. companies like Amazon, Walmart and Zoom have for India.",Reuters,IND-USA
2020-07-16,China says UK has lost independence on Huawei issue,China said on Thursday that Britain has lost its independence on the matter of Huawei Technologies Co Ltd after London decided to ban all Huawei equipment from its 5G networks by the end of 2027.,Reuters,CHN-GBR
2020-07-17,Daimler to stop building sedans in the U.S. after second-quarter loss,Daimler will stop building Mercedes-Benz sedans in the United States and Mexico as it seeks deeper cuts after posting a smaller-than-expected quarterly loss.,Reuters,CHN-MEX
2020-07-17,Former Pemex boss Lozoya taken to hospital after arrival in Mexico,"Emilio Lozoya, a former boss of Mexican state oil company Pemex who faces corruption charges, was taken to hospital early on Friday due to the delicate state of his health after his extradition to Mexico, the attorney general's office said.",Reuters,CHN-MEX
,Canopy Growth CEO: 'We're ready to launch vape products into Canada',"Canopy Growth CEO Mark Zekulin says Canada has rules that will govern the [vape] products that we put to market,"" while the U.S. battles controversies.",CNBC,CAN-USA
